date_time,temp_c,dew_point,relative_humidity,wind_speed,visibility,pressure,weather,temp_f,month
2012-07-08 09:00:00,20.6,8.5,46,20,48.3,100.81,Clear,69.08000000000001,7
2012-07-08 10:00:00,21.6,7.8,41,22,48.3,100.82,Clear,70.88,7
2012-07-08 11:00:00,22.0,7.1,38,19,48.3,100.81,Clear,71.6,7
2012-07-08 12:00:00,23.0,7.8,38,24,48.3,100.79,Clear,73.4,7
2012-07-08 13:00:00,23.9,7.7,35,17,48.3,100.76,Mainly Clear,75.02,7
2012-07-08 14:00:00,24.5,9.6,39,17,48.3,100.72,Mainly Clear,76.1,7
2012-07-08 15:00:00,24.3,8.5,37,15,48.3,100.72,Mainly Clear,75.74000000000001,7
2012-07-08 16:00:00,24.5,7.7,34,24,48.3,100.72,Mainly Clear,76.1,7
2012-07-08 17:00:00,24.2,7.8,35,26,48.3,100.7,Mainly Clear,75.56,7
2012-07-08 18:00:00,23.6,8.3,38,20,48.3,100.69,Mainly Clear,74.48,7
2012-07-08 19:00:00,22.2,8.5,41,19,48.3,100.72,Mainly Clear,71.96000000000001,7
2012-07-08 20:00:00,20.3,8.4,46,11,48.3,100.74,Clear,68.53999999999999,7
2012-07-08 21:00:00,19.8,8.0,46,9,25.0,100.8,Clear,67.64,7
2012-07-08 22:00:00,17.9,8.1,53,7,25.0,100.81,Clear,64.22,7
2012-07-08 23:00:00,17.1,8.4,57,9,25.0,100.85,Clear,62.78,7
2012-07-09 00:00:00,16.0,8.9,63,13,25.0,100.83,Clear,60.8,7
2012-07-09 01:00:00,14.4,9.0,70,9,25.0,100.84,Clear,57.92,7
2012-07-09 02:00:00,14.9,9.1,68,9,25.0,100.86,Clear,58.82,7
2012-07-09 03:00:00,13.2,9.0,76,9,25.0,100.88,Mainly Clear,55.76,7
2012-07-09 04:00:00,13.5,8.9,74,9,25.0,100.91,Mainly Clear,56.3,7
2012-07-09 05:00:00,12.8,9.4,80,7,24.1,100.98,Mainly Clear,55.040000000000006,7
2012-07-09 06:00:00,16.1,9.6,65,13,48.3,101.07,Mainly Clear,60.980000000000004,7
2012-07-09 07:00:00,17.8,8.7,55,11,48.3,101.1,Clear,64.03999999999999,7
2012-07-09 08:00:00,18.2,8.1,52,11,48.3,101.13,Clear,64.75999999999999,7
2012-07-09 09:00:00,19.2,7.9,48,9,48.3,101.13,Clear,66.56,7
2012-07-09 10:00:00,19.9,7.5,45,17,48.3,101.12,Clear,67.82,7
2012-07-09 11:00:00,21.4,7.9,42,20,48.3,101.09,Clear,70.52,7
2012-07-09 12:00:00,22.2,7.1,38,13,48.3,101.07,Clear,71.96000000000001,7
2012-07-09 13:00:00,23.1,7.9,38,19,48.3,101.04,Mainly Clear,73.58000000000001,7
2012-07-09 14:00:00,24.3,6.5,32,22,48.3,101.01,Mainly Clear,75.74000000000001,7
2012-07-09 15:00:00,24.4,5.3,29,17,48.3,101.0,Mainly Clear,75.92,7
2012-07-09 16:00:00,24.5,4.7,28,15,48.3,100.99,Mainly Clear,76.1,7
2012-07-09 17:00:00,24.2,5.3,29,11,48.3,100.98,Mainly Clear,75.56,7
2012-07-09 18:00:00,23.6,6.9,34,13,48.3,101.0,Mainly Clear,74.48,7
2012-07-09 19:00:00,22.3,7.2,38,13,48.3,101.01,Mainly Clear,72.14,7
2012-07-09 20:00:00,19.5,7.9,47,7,48.3,101.02,Clear,67.1,7
2012-07-09 21:00:00,19.9,8.1,46,6,25.0,101.05,Mainly Clear,67.82,7
2012-07-09 22:00:00,17.6,9.0,57,4,25.0,101.04,Clear,63.68000000000001,7
2012-07-09 23:00:00,16.3,9.6,64,6,25.0,101.05,Mainly Clear,61.34,7
2012-07-10 00:00:00,18.2,11.2,64,7,25.0,101.04,Clear,64.75999999999999,7
2012-07-10 01:00:00,18.7,9.4,55,13,25.0,101.04,Clear,65.66,7
2012-07-10 02:00:00,17.0,9.8,63,7,25.0,101.06,Clear,62.6,7
2012-07-10 03:00:00,16.6,11.0,69,9,25.0,101.06,Clear,61.88,7
2012-07-10 04:00:00,16.4,12.4,77,11,24.1,101.11,Clear,61.519999999999996,7
2012-07-10 05:00:00,16.6,11.7,73,9,48.3,101.15,Mainly Clear,61.88,7
2012-07-10 06:00:00,17.1,12.3,73,9,48.3,101.19,Mainly Clear,62.78,7
2012-07-10 07:00:00,19.3,11.8,62,9,48.3,101.22,Mainly Clear,66.74000000000001,7
2012-07-10 08:00:00,20.4,13.7,65,15,48.3,101.22,Mainly Clear,68.72,7
2012-07-10 09:00:00,22.3,12.9,55,9,48.3,101.24,Mainly Clear,72.14,7
2012-07-10 10:00:00,23.6,11.6,47,9,48.3,101.23,Mainly Clear,74.48,7
2012-07-10 11:00:00,25.0,10.7,41,15,48.3,101.21,Mainly Clear,77.0,7
2012-07-10 12:00:00,25.9,9.4,35,26,48.3,101.15,Mainly Clear,78.62,7
2012-07-10 13:00:00,25.8,8.5,33,22,48.3,101.14,Mainly Clear,78.44,7
2012-07-10 14:00:00,27.0,10.7,36,19,48.3,101.11,Mostly Cloudy,80.6,7
2012-07-10 15:00:00,26.5,11.2,38,19,48.3,101.09,Mainly Clear,79.7,7
2012-07-10 16:00:00,26.1,10.6,38,13,48.3,101.09,Mostly Cloudy,78.98,7
2012-07-10 17:00:00,26.5,10.3,36,13,48.3,101.1,Mainly Clear,79.7,7
2012-07-10 18:00:00,25.6,9.1,35,19,48.3,101.13,Mainly Clear,78.08000000000001,7
2012-07-10 19:00:00,23.9,10.1,42,13,48.3,101.18,Mainly Clear,75.02,7
2012-07-10 20:00:00,21.5,9.5,46,11,48.3,101.26,Clear,70.7,7
2012-07-10 21:00:00,21.9,7.7,40,11,25.0,101.34,Mainly Clear,71.42,7
2012-07-10 22:00:00,20.2,6.6,41,7,25.0,101.37,Clear,68.36,7
2012-07-10 23:00:00,17.7,7.8,52,9,25.0,101.43,Clear,63.86,7
2012-07-11 00:00:00,18.5,6.5,45,7,25.0,101.45,Clear,65.30000000000001,7
2012-07-11 01:00:00,15.5,8.2,62,0,25.0,101.5,Clear,59.900000000000006,7
2012-07-11 02:00:00,14.9,8.0,63,4,25.0,101.52,Clear,58.82,7
2012-07-11 03:00:00,15.1,6.0,54,4,25.0,101.55,Clear,59.18,7
2012-07-11 04:00:00,13.5,8.6,72,4,24.1,101.6,Clear,56.3,7
2012-07-11 05:00:00,13.1,8.7,75,4,48.3,101.66,Clear,55.58,7
2012-07-11 06:00:00,15.4,9.9,70,6,48.3,101.71,Clear,59.72,7
2012-07-11 07:00:00,18.2,9.6,57,4,48.3,101.73,Clear,64.75999999999999,7
2012-07-11 08:00:00,20.4,8.9,48,4,48.3,101.75,Clear,68.72,7
2012-07-11 09:00:00,22.5,9.5,44,9,48.3,101.73,Clear,72.5,7
2012-07-11 10:00:00,23.9,9.2,39,7,48.3,101.74,Mainly Clear,75.02,7
2012-07-11 11:00:00,24.9,10.1,39,9,48.3,101.72,Mainly Clear,76.82,7
2012-07-11 12:00:00,26.4,8.7,33,13,48.3,101.69,Mainly Clear,79.52,7
2012-07-11 13:00:00,26.7,9.3,33,15,48.3,101.66,Mainly Clear,80.06,7
2012-07-11 14:00:00,27.4,9.4,32,13,48.3,101.61,Mostly Cloudy,81.32,7
2012-07-11 15:00:00,27.8,8.9,31,19,48.3,101.59,Mostly Cloudy,82.03999999999999,7
2012-07-11 16:00:00,27.6,8.9,31,20,48.3,101.54,Mostly Cloudy,81.68,7
2012-07-11 17:00:00,27.5,10.1,34,19,48.3,101.5,Mostly Cloudy,81.5,7
2012-07-11 18:00:00,27.3,8.0,30,19,48.3,101.48,Mostly Cloudy,81.14,7
2012-07-11 19:00:00,26.5,8.8,33,13,24.1,101.5,Mostly Cloudy,79.7,7
2012-07-11 20:00:00,25.6,10.5,39,9,25.0,101.49,Mainly Clear,78.08000000000001,7
2012-07-11 21:00:00,22.5,11.8,51,13,25.0,101.53,Mainly Clear,72.5,7
2012-07-11 22:00:00,21.8,11.2,51,9,25.0,101.5,Mainly Clear,71.24000000000001,7
2012-07-11 23:00:00,22.8,11.8,50,17,25.0,101.5,Clear,73.03999999999999,7
2012-07-12 00:00:00,21.8,12.8,57,11,25.0,101.5,Clear,71.24000000000001,7
2012-07-12 01:00:00,18.5,13.3,72,6,25.0,101.5,Clear,65.30000000000001,7
2012-07-12 02:00:00,20.6,12.9,61,6,25.0,101.49,Clear,69.08000000000001,7
2012-07-12 03:00:00,20.6,12.5,60,11,25.0,101.5,Clear,69.08000000000001,7
2012-07-12 04:00:00,20.3,12.6,61,7,24.1,101.52,Mainly Clear,68.53999999999999,7
2012-07-12 05:00:00,17.7,12.8,73,9,48.3,101.56,Mainly Clear,63.86,7
2012-07-12 06:00:00,20.2,12.2,60,17,48.3,101.57,Mainly Clear,68.36,7
2012-07-12 07:00:00,21.6,12.6,57,15,48.3,101.58,Mainly Clear,70.88,7
2012-07-12 08:00:00,22.6,13.2,55,13,48.3,101.59,Mainly Clear,72.68,7
2012-07-12 09:00:00,24.2,16.1,61,15,48.3,101.56,Mainly Clear,75.56,7
2012-07-12 10:00:00,26.0,14.8,50,20,48.3,101.57,Mainly Clear,78.80000000000001,7
2012-07-12 11:00:00,27.6,13.5,42,22,48.3,101.54,Mainly Clear,81.68,7
2012-07-12 12:00:00,29.0,13.9,40,22,48.3,101.5,Mainly Clear,84.2,7
2012-07-12 13:00:00,29.6,13.6,38,24,48.3,101.46,Mainly Clear,85.28,7
2012-07-12 14:00:00,30.8,13.5,35,24,48.3,101.44,Mostly Cloudy,87.44,7
2012-07-12 15:00:00,30.6,12.9,34,24,48.3,101.38,Mostly Cloudy,87.08000000000001,7
2012-07-12 16:00:00,30.4,13.0,34,24,48.3,101.37,Mostly Cloudy,86.72,7
2012-07-12 17:00:00,29.8,13.1,36,19,48.3,101.33,Mostly Cloudy,85.64,7
2012-07-12 18:00:00,29.1,13.6,39,13,48.3,101.32,Cloudy,84.38,7
2012-07-12 19:00:00,28.2,14.0,42,11,24.1,101.34,Cloudy,82.75999999999999,7
2012-07-12 20:00:00,26.9,14.6,47,7,25.0,101.36,Mostly Cloudy,80.42,7
2012-07-12 21:00:00,25.7,15.0,52,6,25.0,101.41,Mainly Clear,78.25999999999999,7
2012-07-12 22:00:00,24.4,17.1,64,9,25.0,101.4,Mainly Clear,75.92,7
2012-07-12 23:00:00,23.5,16.1,63,11,25.0,101.41,Mainly Clear,74.30000000000001,7
2012-07-13 00:00:00,21.8,16.7,73,6,25.0,101.45,Mainly Clear,71.24000000000001,7
2012-07-13 01:00:00,22.6,15.5,64,7,25.0,101.44,Mainly Clear,72.68,7
2012-07-13 02:00:00,22.4,14.6,61,9,25.0,101.37,Mainly Clear,72.32,7
2012-07-13 03:00:00,21.1,14.7,67,11,25.0,101.45,Mainly Clear,69.98,7
2012-07-13 04:00:00,20.8,14.6,68,13,24.1,101.49,Clear,69.44,7
2012-07-13 05:00:00,20.7,14.7,68,15,24.1,101.56,Mainly Clear,69.25999999999999,7
2012-07-13 06:00:00,21.7,15.7,69,15,24.1,101.57,Mainly Clear,71.06,7
2012-07-13 07:00:00,22.5,15.1,63,15,48.3,101.59,Mostly Cloudy,72.5,7
2012-07-13 08:00:00,24.4,15.1,56,13,24.1,101.61,Mostly Cloudy,75.92,7
2012-07-13 09:00:00,25.9,16.5,56,15,48.3,101.6,Mostly Cloudy,78.62,7
2012-07-13 10:00:00,27.2,17.2,54,15,48.3,101.59,Mostly Cloudy,80.96000000000001,7
2012-07-13 11:00:00,29.0,16.1,46,17,48.3,101.57,Mainly Clear,84.2,7
2012-07-13 12:00:00,30.1,15.2,40,19,48.3,101.54,Mainly Clear,86.18,7
2012-07-13 13:00:00,31.2,14.6,37,20,48.3,101.51,Mainly Clear,88.16,7
2012-07-13 14:00:00,32.1,10.2,26,20,48.3,101.49,Mainly Clear,89.78,7
2012-07-13 15:00:00,31.9,12.3,30,22,48.3,101.46,Clear,89.42,7
2012-07-13 16:00:00,31.6,11.8,30,22,48.3,101.4,Clear,88.88,7
2012-07-13 17:00:00,31.4,13.8,34,20,48.3,101.36,Mainly Clear,88.52,7
2012-07-13 18:00:00,30.9,14.5,37,13,48.3,101.33,Clear,87.62,7
2012-07-13 19:00:00,29.9,15.4,41,11,24.1,101.33,Mainly Clear,85.82,7
2012-07-13 20:00:00,28.5,15.8,46,11,25.0,101.35,Mainly Clear,83.30000000000001,7
2012-07-13 21:00:00,27.4,16.4,51,11,25.0,101.38,Mainly Clear,81.32,7
2012-07-13 22:00:00,26.6,16.4,54,9,25.0,101.37,Clear,79.88,7
2012-07-13 23:00:00,26.0,16.2,55,7,25.0,101.38,Clear,78.80000000000001,7
2012-07-14 00:00:00,25.2,16.6,59,11,25.0,101.38,Clear,77.36,7
2012-07-14 01:00:00,25.0,15.4,55,15,25.0,101.37,Clear,77.0,7
2012-07-14 02:00:00,24.2,15.6,59,11,25.0,101.34,Clear,75.56,7
2012-07-14 03:00:00,23.3,15.3,61,13,25.0,101.35,Clear,73.94,7
2012-07-14 04:00:00,23.1,15.4,62,15,24.1,101.4,Clear,73.58000000000001,7
2012-07-14 05:00:00,23.0,16.7,68,13,24.1,101.45,Mainly Clear,73.4,7
2012-07-14 06:00:00,23.4,16.8,66,15,24.1,101.47,Mainly Clear,74.12,7
2012-07-14 07:00:00,24.3,17.0,64,13,24.1,101.49,Mainly Clear,75.74000000000001,7
2012-07-14 08:00:00,25.7,16.7,58,17,24.1,101.49,Mainly Clear,78.25999999999999,7
2012-07-14 09:00:00,27.3,17.0,53,15,48.3,101.45,Mainly Clear,81.14,7
2012-07-14 10:00:00,30.2,17.7,47,17,48.3,101.46,Mainly Clear,86.36,7
2012-07-14 11:00:00,29.6,19.8,56,17,48.3,101.44,Mainly Clear,85.28,7
2012-07-14 12:00:00,31.7,19.7,49,22,48.3,101.41,Mainly Clear,89.06,7
2012-07-14 13:00:00,31.9,19.3,47,19,48.3,101.37,Mainly Clear,89.42,7
2012-07-14 14:00:00,32.7,15.3,35,28,48.3,101.35,Mainly Clear,90.86000000000001,7
2012-07-14 15:00:00,33.0,16.8,38,22,48.3,101.31,Mainly Clear,91.4,7
2012-07-14 16:00:00,32.9,15.3,35,24,48.3,101.26,Mainly Clear,91.22,7
2012-07-14 17:00:00,32.5,16.5,38,19,48.3,101.22,Mainly Clear,90.5,7
2012-07-14 18:00:00,31.5,18.4,46,15,24.1,101.19,Mainly Clear,88.7,7
2012-07-14 19:00:00,30.8,18.2,47,11,24.1,101.21,Mainly Clear,87.44,7
2012-07-14 20:00:00,29.8,17.7,48,9,25.0,101.22,Mainly Clear,85.64,7
2012-07-14 21:00:00,28.3,18.8,56,9,25.0,101.28,Clear,82.94,7
2012-07-14 22:00:00,27.8,18.3,56,11,25.0,101.29,Clear,82.03999999999999,7
2012-07-14 23:00:00,26.0,19.2,66,9,25.0,101.31,Clear,78.80000000000001,7
2012-07-15 00:00:00,25.5,18.9,67,7,25.0,101.32,Clear,77.9,7
2012-07-15 01:00:00,25.2,18.7,67,9,25.0,101.29,Clear,77.36,7
2012-07-15 02:00:00,24.5,18.9,71,9,25.0,101.28,Mainly Clear,76.1,7
2012-07-15 03:00:00,24.1,18.6,71,11,25.0,101.26,Clear,75.38,7
2012-07-15 04:00:00,21.6,17.8,79,7,24.1,101.24,Mainly Clear,70.88,7
2012-07-15 05:00:00,23.2,18.4,74,9,24.1,101.26,Mostly Cloudy,73.75999999999999,7
2012-07-15 06:00:00,23.9,18.4,71,9,24.1,101.23,Cloudy,75.02,7
2012-07-15 07:00:00,24.5,18.3,68,9,24.1,101.24,Cloudy,76.1,7
2012-07-15 08:00:00,25.8,17.9,62,15,24.1,101.24,Cloudy,78.44,7
2012-07-15 09:00:00,26.5,18.8,63,13,24.1,101.21,Mostly Cloudy,79.7,7
2012-07-15 10:00:00,28.1,19.2,58,13,24.1,101.17,Cloudy,82.58000000000001,7
2012-07-15 11:00:00,29.3,20.2,58,15,48.3,101.14,Cloudy,84.74000000000001,7
2012-07-15 12:00:00,29.4,19.7,56,9,48.3,101.06,Cloudy,84.92,7
2012-07-15 13:00:00,30.5,19.2,51,15,24.1,100.98,Cloudy,86.9,7
2012-07-15 14:00:00,30.2,20.3,55,17,24.1,100.92,Cloudy,86.36,7
2012-07-15 15:00:00,22.7,20.9,90,24,12.9,100.92,"Thunderstorms,Rain Showers",72.86,7
2012-07-15 16:00:00,24.0,20.5,81,0,24.1,100.78,Cloudy,75.2,7
2012-07-15 17:00:00,23.5,20.6,84,11,24.1,100.78,Cloudy,74.30000000000001,7
2012-07-15 18:00:00,24.4,20.5,79,0,25.0,100.79,Cloudy,75.92,7
2012-07-15 19:00:00,23.8,21.1,85,20,25.0,100.73,Mostly Cloudy,74.84,7
2012-07-15 20:00:00,23.2,19.5,80,6,25.0,100.73,Mostly Cloudy,73.75999999999999,7
2012-07-15 21:00:00,23.0,19.0,78,9,25.0,100.72,Mainly Clear,73.4,7
2012-07-15 22:00:00,22.2,18.9,82,7,25.0,100.67,Mainly Clear,71.96000000000001,7
2012-07-15 23:00:00,21.8,19.1,85,6,25.0,100.67,Mainly Clear,71.24000000000001,7
2012-07-16 00:00:00,21.2,19.0,87,6,25.0,100.64,Mostly Cloudy,70.16,7
2012-07-16 01:00:00,21.6,19.4,87,0,25.0,100.62,Thunderstorms,70.88,7
2012-07-16 02:00:00,20.4,18.6,89,6,19.3,100.52,Rain Showers,68.72,7
2012-07-16 03:00:00,20.8,19.2,91,7,25.0,100.52,Cloudy,69.44,7
2012-07-16 04:00:00,20.4,19.2,93,0,19.3,100.52,Mostly Cloudy,68.72,7
2012-07-16 05:00:00,20.3,19.6,96,4,9.7,100.55,Fog,68.53999999999999,7
2012-07-16 06:00:00,21.8,19.8,88,6,19.3,100.55,Mainly Clear,71.24000000000001,7
2012-07-16 07:00:00,23.0,19.8,82,6,24.1,100.57,Mostly Cloudy,73.4,7
2012-07-16 08:00:00,24.5,20.8,80,7,24.1,100.57,Mostly Cloudy,76.1,7
2012-07-16 09:00:00,25.7,20.8,74,9,24.1,100.56,Mostly Cloudy,78.25999999999999,7
2012-07-16 10:00:00,26.8,20.9,70,9,24.1,100.55,Mostly Cloudy,80.24000000000001,7
2012-07-16 11:00:00,27.4,20.4,66,13,24.1,100.54,Mostly Cloudy,81.32,7
2012-07-16 12:00:00,27.4,20.3,65,11,24.1,100.52,Mostly Cloudy,81.32,7
2012-07-16 13:00:00,28.1,19.9,61,15,24.1,100.45,Mostly Cloudy,82.58000000000001,7
2012-07-16 14:00:00,28.1,20.7,64,13,24.1,100.43,Cloudy,82.58000000000001,7
2012-07-16 15:00:00,28.6,20.0,60,11,24.1,100.39,Cloudy,83.48,7
2012-07-16 16:00:00,28.8,17.5,50,15,24.1,100.35,Mostly Cloudy,83.84,7
2012-07-16 17:00:00,28.7,16.1,46,19,24.1,100.35,Mostly Cloudy,83.66,7
2012-07-16 18:00:00,27.6,16.6,51,15,24.1,100.35,Mostly Cloudy,81.68,7
2012-07-16 19:00:00,26.5,17.2,57,4,24.1,100.32,Mostly Cloudy,79.7,7
2012-07-16 20:00:00,24.3,17.9,67,7,24.1,100.3,Mostly Cloudy,75.74000000000001,7
2012-07-16 21:00:00,24.5,18.5,69,4,25.0,100.37,Cloudy,76.1,7
2012-07-16 22:00:00,24.2,17.7,67,9,25.0,100.38,Mostly Cloudy,75.56,7
2012-07-16 23:00:00,23.5,18.0,71,6,25.0,100.36,Cloudy,74.30000000000001,7
2012-07-17 00:00:00,23.8,17.6,68,0,25.0,100.33,Cloudy,74.84,7
2012-07-17 01:00:00,24.4,17.0,63,6,25.0,100.28,Mostly Cloudy,75.92,7
2012-07-17 02:00:00,23.9,19.3,75,6,25.0,100.21,Cloudy,75.02,7
2012-07-17 03:00:00,23.3,19.9,81,4,25.0,100.14,Cloudy,73.94,7
2012-07-17 04:00:00,22.8,20.4,86,7,12.9,100.1,Rain,73.03999999999999,7
2012-07-17 05:00:00,20.6,18.6,88,19,4.8,100.08,"Thunderstorms,Rain,Fog",69.08000000000001,7
2012-07-17 06:00:00,19.6,18.5,93,15,3.2,100.01,"Thunderstorms,Moderate Rain Showers,Fog",67.28,7
2012-07-17 07:00:00,19.9,19.1,95,9,6.4,99.99,"Drizzle,Fog",67.82,7
2012-07-17 08:00:00,21.5,20.4,93,19,12.9,99.87,Rain,70.7,7
2012-07-17 09:00:00,22.9,21.3,91,17,9.7,99.84,"Thunderstorms,Rain Showers,Fog",73.22,7
2012-07-17 10:00:00,24.7,20.8,79,19,16.1,99.79,Mostly Cloudy,76.46000000000001,7
2012-07-17 11:00:00,27.2,20.4,66,22,16.1,99.75,Mainly Clear,80.96000000000001,7
2012-07-17 12:00:00,28.3,21.0,65,17,16.1,99.72,Cloudy,82.94,7
2012-07-17 13:00:00,29.4,22.3,66,9,19.3,99.66,Cloudy,84.92,7
2012-07-17 14:00:00,25.5,23.1,87,17,6.4,99.65,"Thunderstorms,Rain Showers",77.9,7
2012-07-17 15:00:00,25.8,22.0,80,4,24.1,99.69,Cloudy,78.44,7
2012-07-17 16:00:00,23.8,21.7,88,24,16.1,99.81,"Thunderstorms,Rain Showers",74.84,7
2012-07-17 17:00:00,25.9,22.2,80,7,24.1,99.83,Cloudy,78.62,7
2012-07-17 18:00:00,26.0,20.4,71,19,24.1,99.84,Mostly Cloudy,78.80000000000001,7
2012-07-17 19:00:00,24.3,18.9,72,19,24.1,99.94,Mostly Cloudy,75.74000000000001,7
2012-07-17 20:00:00,23.2,18.6,75,11,24.1,100.0,Mostly Cloudy,73.75999999999999,7
2012-07-17 21:00:00,23.0,18.5,76,9,25.0,100.09,Mostly Cloudy,73.4,7
2012-07-17 22:00:00,22.4,18.3,78,9,25.0,100.19,Mostly Cloudy,72.32,7
2012-07-17 23:00:00,21.6,18.1,80,13,25.0,100.25,Mostly Cloudy,70.88,7
2012-07-18 00:00:00,20.7,17.6,82,9,25.0,100.28,Mostly Cloudy,69.25999999999999,7
2012-07-18 01:00:00,21.3,17.6,79,11,25.0,100.37,Cloudy,70.34,7
2012-07-18 02:00:00,19.9,17.6,87,7,25.0,100.35,Mostly Cloudy,67.82,7
2012-07-18 03:00:00,19.3,17.2,88,9,25.0,100.33,Clear,66.74000000000001,7
2012-07-18 04:00:00,19.0,16.6,86,6,24.1,100.38,Mainly Clear,66.2,7
2012-07-18 05:00:00,18.8,16.7,88,0,48.3,100.44,Mainly Clear,65.84,7
2012-07-18 06:00:00,20.0,17.2,84,6,24.1,100.56,Mostly Cloudy,68.0,7
2012-07-18 07:00:00,20.5,16.6,78,11,24.1,100.6,Mostly Cloudy,68.9,7
2012-07-18 08:00:00,21.1,14.4,66,22,24.1,100.66,Mainly Clear,69.98,7
2012-07-18 09:00:00,22.6,13.1,55,24,24.1,100.73,Mainly Clear,72.68,7
2012-07-18 10:00:00,22.3,10.3,47,26,24.1,100.77,Mainly Clear,72.14,7
2012-07-18 11:00:00,22.6,10.9,48,24,48.3,100.8,Mainly Clear,72.68,7
2012-07-18 12:00:00,23.2,10.2,44,24,48.3,100.8,Mainly Clear,73.75999999999999,7
2012-07-18 13:00:00,23.9,10.6,43,24,48.3,100.83,Mostly Cloudy,75.02,7
2012-07-18 14:00:00,23.3,10.2,43,19,48.3,100.87,Mostly Cloudy,73.94,7
2012-07-18 15:00:00,24.0,10.1,41,26,48.3,100.83,Mainly Clear,75.2,7
2012-07-18 16:00:00,24.1,9.6,40,24,48.3,100.77,Mainly Clear,75.38,7
2012-07-18 17:00:00,23.5,9.8,42,15,48.3,100.78,Mainly Clear,74.30000000000001,7
2012-07-18 18:00:00,22.6,10.9,48,17,48.3,100.88,Mainly Clear,72.68,7
2012-07-18 19:00:00,21.5,10.7,50,17,48.3,100.98,Mainly Clear,70.7,7
2012-07-18 20:00:00,20.0,10.2,53,13,24.1,101.03,Mainly Clear,68.0,7
2012-07-18 21:00:00,19.4,9.9,54,11,25.0,101.06,Clear,66.92,7
2012-07-18 22:00:00,17.5,10.3,63,11,25.0,101.06,Clear,63.5,7
2012-07-18 23:00:00,15.7,10.7,72,7,25.0,101.09,Clear,60.26,7
2012-07-19 00:00:00,14.4,10.9,79,4,25.0,101.14,Clear,57.92,7
2012-07-19 01:00:00,14.2,11.1,82,7,25.0,101.11,Clear,57.56,7
2012-07-19 02:00:00,14.6,10.6,77,6,25.0,101.11,Clear,58.28,7
2012-07-19 03:00:00,13.8,10.5,80,7,25.0,101.09,Clear,56.84,7
2012-07-19 04:00:00,12.4,10.4,88,6,25.0,101.11,Mainly Clear,54.32,7
2012-07-19 05:00:00,12.7,10.5,86,0,48.3,101.2,Mainly Clear,54.86,7
2012-07-19 06:00:00,15.2,11.0,76,6,48.3,101.25,Mainly Clear,59.36,7
2012-07-19 07:00:00,16.7,9.7,63,11,48.3,101.27,Clear,62.06,7
2012-07-19 08:00:00,18.4,9.4,56,6,48.3,101.28,Mainly Clear,65.12,7
2012-07-19 09:00:00,19.3,9.7,54,6,48.3,101.29,Mainly Clear,66.74000000000001,7
2012-07-19 10:00:00,19.2,8.9,51,9,48.3,101.3,Mostly Cloudy,66.56,7
2012-07-19 11:00:00,20.3,10.2,52,7,48.3,101.33,Mostly Cloudy,68.53999999999999,7
2012-07-19 12:00:00,21.5,10.0,48,6,48.3,101.29,Mostly Cloudy,70.7,7
2012-07-19 13:00:00,21.3,8.8,45,7,48.3,101.27,Mostly Cloudy,70.34,7
2012-07-19 14:00:00,22.6,9.0,42,4,48.3,101.22,Mostly Cloudy,72.68,7
2012-07-19 15:00:00,22.9,9.0,41,13,48.3,101.21,Mostly Cloudy,73.22,7
2012-07-19 16:00:00,22.8,7.9,38,11,48.3,101.21,Mainly Clear,73.03999999999999,7
2012-07-19 17:00:00,22.9,8.2,39,15,48.3,101.21,Mainly Clear,73.22,7
2012-07-19 18:00:00,21.9,8.0,41,15,48.3,101.2,Mainly Clear,71.42,7
2012-07-19 19:00:00,21.4,8.5,44,11,48.3,101.25,Mainly Clear,70.52,7
2012-07-19 20:00:00,20.0,8.5,47,7,48.3,101.28,Mainly Clear,68.0,7
2012-07-19 21:00:00,19.2,9.2,52,13,25.0,101.34,Mainly Clear,66.56,7
2012-07-19 22:00:00,18.7,9.9,57,11,25.0,101.39,Mainly Clear,65.66,7
2012-07-19 23:00:00,19.5,8.1,48,15,25.0,101.41,Mainly Clear,67.1,7
2012-07-20 00:00:00,17.2,9.3,60,11,25.0,101.45,Clear,62.96,7
2012-07-20 01:00:00,16.0,9.5,65,15,25.0,101.48,Clear,60.8,7
2012-07-20 02:00:00,14.6,9.8,73,11,25.0,101.46,Clear,58.28,7
2012-07-20 03:00:00,14.2,9.8,75,11,25.0,101.44,Clear,57.56,7
2012-07-20 04:00:00,14.4,9.3,71,11,48.3,101.49,Clear,57.92,7
2012-07-20 05:00:00,14.5,9.3,71,13,48.3,101.51,Clear,58.1,7
2012-07-20 06:00:00,15.5,9.6,68,13,48.3,101.55,Mainly Clear,59.900000000000006,7
2012-07-20 07:00:00,17.1,9.9,63,9,48.3,101.56,Mainly Clear,62.78,7
2012-07-20 08:00:00,19.3,10.1,55,9,48.3,101.57,Mainly Clear,66.74000000000001,7
2012-07-20 09:00:00,20.3,9.7,51,11,48.3,101.58,Mainly Clear,68.53999999999999,7
2012-07-20 10:00:00,21.3,10.8,51,13,48.3,101.57,Mainly Clear,70.34,7
2012-07-20 11:00:00,21.3,10.7,51,9,48.3,101.57,Mainly Clear,70.34,7
2012-07-20 12:00:00,22.6,9.5,43,6,48.3,101.51,Mainly Clear,72.68,7
2012-07-20 13:00:00,23.2,10.4,44,9,48.3,101.45,Mainly Clear,73.75999999999999,7
2012-07-20 14:00:00,23.9,10.0,41,13,48.3,101.42,Mainly Clear,75.02,7
